badflag,customer_data_quality_flag,last_payment_amount,current_payment_method_fdd,pay_12m_balance_ratio,total_days_in_collection,total_balance,debt_age_weeks,analysis_date,new_account_number
0,0,85,1,-44.9818,66,11.98,9,30/06/2022,6949
0,0,0,0,-4.4492598,172,83.22,7,30/06/2022,6950
0,1,0,0,-6.802769,19,81.72,1,30/06/2022,6951
0,1,0,0,-3.9336174,0,79.18,0,30/06/2022,6952
1,0,65,1,-0.22112887,0,1798.9,26,30/06/2022,6953
0,1,155.32,1,-37.77299,0,12.29,0,30/06/2022,6954
0,0,45.31,1,-2.6698034,0,96.27,9,30/06/2022,6955
1,0,0,0,,252,9016.28,133,30/06/2022,6956
1,0,0,0,-40.56186,32,47.63,0,30/06/2022,6957
0,1,208.28,1,-144.72551,0,1.84,2,30/06/2022,6958
1,0,0,0,,47,52.8,21,30/06/2022,6959
1,1,0,0,,252,2728.48,120,30/06/2022,6960
0,1,82,1,-0.28012365,0,1196.61,55,30/06/2022,6961
1,1,0,0,,239,218.88,19,30/06/2022,6962
0,0,36.74,1,-22.368584,0,6.17,2,30/06/2022,6963
0,0,119.23,1,-69.10427,0,2.18,2,30/06/2022,6964
0,0,0,0,-57.845352,49,1.51,1,30/06/2022,6965
0,0,97.96,1,-28.341967,0,20.5,1,30/06/2022,6966
0,1,0,0,-12.008368,147,91.58,8,30/06/2022,6967
1,1,0,0,,252,11779.59,98,30/06/2022,6968
0,1,265.46,0,-2.3764172,88,541.25,6,30/06/2022,6969
1,0,0,0,,221,1244.5,35,30/06/2022,6970
0,1,0,0,-12.592759,0,101.31,0,30/06/2022,6971
1,1,0,0,-1.0337698,249,19.02,0,30/06/2022,6972
1,1,17.25,0,-0.19221687,252,4351.74,120,30/06/2022,6973
0,1,0,0,-7.859254,22,46.84,1,30/06/2022,6974
0,1,45.81,1,-28.915373,0,2.88,2,30/06/2022,6975
1,1,0,0,,252,105.42,77,30/06/2022,6976
1,0,0,0,-0.17187826,128,995.77,22,30/06/2022,6977
0,1,59.5,1,-4.3018804,0,110.18,2,30/06/2022,6978
0,0,300,1,-1.309409,0,684.97,3,30/06/2022,6979
1,1,0,0,,85,1794.06,134,30/06/2022,6980
1,1,0,0,-1.1605415,215,15.85,10,30/06/2022,6981
0,1,134.1,1,-21.361666,0,47.18,3,30/06/2022,6982
1,0,165.79,0,,252,9839.63,119,30/06/2022,6983
0,1,0,0,-6.2378707,145,26.07,5,30/06/2022,6984
0,1,347.58,1,-54.74098,0,36.56,2,30/06/2022,6985
0,1,44.68,1,-3.2149181,0,43.09,5,30/06/2022,6986
0,1,207.46,1,-8.253997,0,78.19,2,30/06/2022,6987
0,0,0,0,,14,493.52,4,30/06/2022,6988
0,1,90.44,1,-4.2278123,0,145.83,6,30/06/2022,6989
1,1,0,0,-0.38510913,34,67.9,8,30/06/2022,6990
0,1,126,1,-16.754202,0,28.08,8,30/06/2022,6991
1,1,0,0,,124,489.85,20,30/06/2022,6992
0,1,148.18,1,-33.443924,0,22.01,1,30/06/2022,6993
0,1,0,0,-15.233451,12,52.24,1,30/06/2022,6994
1,0,0,0,,196,40.38,35,30/06/2022,6995
1,0,0,0,,252,3542.82,116,30/06/2022,6996
0,1,0,0,-17.450142,0,18.08,0,30/06/2022,6997
0,1,0,0,-5.126833,50,83.43,0,30/06/2022,6998
1,1,0,0,-0.077357285,200,1644.66,39,30/06/2022,6999
1,1,1,0,,131,1605.67,87,30/06/2022,7000
1,0,0,0,-0.13891174,232,537.11,37,31/07/2022,7001
1,0,23.38,0,-7.7139506,19,7.06,5,31/07/2022,7002
0,0,0,0,-8.669042,108,127.54,1,31/07/2022,7003
0,1,157.94,1,-7.4272203,0,76.7,7,31/07/2022,7004
1,0,0,0,,277,2105.76,46,31/07/2022,7005
0,1,0,0,,163,534.22,73,31/07/2022,7006
0,0,0,0,-1.9125557,16,46.15,3,31/07/2022,7007
0,1,300,1,-4.974547,0,547.1,12,31/07/2022,7008
0,1,0,0,-20.962889,21,9.94,2,31/07/2022,7009
0,0,0,0,-6.017958,227,133.11,5,31/07/2022,7010
0,0,55,1,-3.1843512,0,165.86,11,31/07/2022,7011
0,1,110,1,-6.2061124,0,139.53,2,31/07/2022,7012
0,1,218.16,1,-1.8121573,0,854.34,13,31/07/2022,7013
1,1,0,0,,264,13.25,17,31/07/2022,7014
0,1,301.38,1,-29.630463,0,46.07,1,31/07/2022,7015
0,0,0,0,-1.8590786,0,353.82,0,31/07/2022,7016
1,0,0,0,-0.43852544,85,86.3,11,31/07/2022,7017
0,0,0,0,,277,30,49,31/07/2022,7018
1,1,27.34,0,-0.1397357,244,1743.31,24,31/07/2022,7019
0,1,0,0,,,1.58,0,31/07/2022,7020
1,1,0,0,,63,1063.26,69,31/07/2022,7021
0,1,0,0,-10.794088,0,118.89,1,31/07/2022,7022
0,1,184,1,-10.771611,0,93.42,5,31/07/2022,7023
0,1,0,0,-0.15954092,85,782.9,12,31/07/2022,7024
0,0,0,0,,,82.3,3,31/07/2022,7025
0,1,0,0,-3.2956893,15,445.14,4,31/07/2022,7026
1,0,0,0,,166,221.5,27,31/07/2022,7027
0,1,97.45,1,-4.971068,0,209.48,12,31/07/2022,7028
0,1,66.98,0,-1.0425001,268,442.94,21,31/07/2022,7029
1,0,0,0,,253,134.77,42,31/07/2022,7030
0,0,0,0,,279,3893.98,86,31/07/2022,7031
1,0,0,0,,148,173.18,24,31/07/2022,7032
0,0,0,0,,3,72.55,2,31/07/2022,7033
0,1,324.32,1,-26.204245,0,64.91,0,31/07/2022,7034
1,1,0,0,,127,346.9,4,31/07/2022,7035
0,1,62,1,-33.689205,0,6.86,0,31/07/2022,7036
0,1,67,1,-3.7676706,0,152.7,16,31/07/2022,7037
0,1,0,0,-10.016164,6,72.9,0,31/07/2022,7038
0,1,0,0,,,0.86,1,31/07/2022,7039
0,1,64.7,1,-47.640026,0,5.89,0,31/07/2022,7040
0,1,94,1,-24.078762,0,25.55,1,31/07/2022,7041
0,1,31.84,1,-27.099258,0,3.5,2,31/07/2022,7042
0,0,156.51,1,-5.5265303,0,139.83,9,31/07/2022,7043
0,1,0,0,-34.02726,153,30.35,2,31/07/2022,7044
1,1,0,0,-3.608094,174,124.42,27,31/07/2022,7045
0,1,181.9,1,-14.984924,0,90.16,6,31/07/2022,7046
1,0,0,0,,0,1.08,83,31/07/2022,7047
0,1,0,0,-14.265049,0,53.46,1,31/07/2022,7048
0,0,0,0,-3.2310815,7,24.49,1,31/07/2022,7049
1,1,0,0,-0.02145108,69,11131.63,18,31/07/2022,7050
0,1,0,0,-11.396195,66,76.22,1,31/07/2022,7051
0,1,0,0,-2.699429,14,278.95,3,31/07/2022,7052
1,1,0,0,-2.587657,45,67.29,13,31/07/2022,7053
0,1,0,0,-2.7584057,101,562.53,9,31/07/2022,7054
0,1,100,1,-4.8479176,0,96.85,7,31/07/2022,7055
1,0,0,0,-0.077187516,133,5301.74,22,31/07/2022,7056
1,1,40,0,-0.2985641,279,2150.34,84,31/07/2022,7057
0,1,266.87,1,-2.1530633,0,724.99,12,31/07/2022,7058
0,1,0,0,-0.4135245,83,2150.67,12,31/07/2022,7059
1,1,80,1,-0.47334763,0,1025.18,0,31/07/2022,7060
0,1,0,0,-0.45985875,92,191.04,15,31/07/2022,7061
1,1,0,0,,63,778.73,14,31/07/2022,7062
1,0,0,0,,260,558.09,39,31/07/2022,7063
0,1,183.93,1,-33.97647,0,27.4,2,31/07/2022,7064
1,0,0,0,,279,315.14,46,31/07/2022,7065
0,0,0,0,,0,28.97,1,31/07/2022,7066
0,1,0,0,-4.2134833,84,43.4,8,31/07/2022,7067
1,1,0,0,-0.19635014,190,2205.43,38,31/07/2022,7068
1,1,0,0,,279,2295.12,124,31/07/2022,7069
1,1,0,0,,279,1654.68,128,31/07/2022,7070
0,1,136.85,1,-0.7007228,0,626.4,24,31/07/2022,7071
1,1,0,0,,169,653.66,67,31/07/2022,7072
0,0,50,0,-0.101210155,128,1556.74,87,31/07/2022,7073
0,1,0,0,-20.351845,142,47.98,2,31/07/2022,7074
1,0,0,0,,279,3406.81,133,31/07/2022,7075
1,0,0,0,,174,149.5,52,31/07/2022,7076
0,1,262,1,-2.6840792,0,322.33,3,31/07/2022,7077
1,0,0,0,,279,64.37,86,31/07/2022,7078
1,0,0,0,,92,209.12,13,31/07/2022,7079
1,0,0,0,,,55.03,38,31/07/2022,7080
0,1,125.43,1,-1.3894883,0,429.32,10,31/07/2022,7081
1,0,0,0,,0,2.87,45,31/07/2022,7082
0,1,0,0,-0.22472166,106,6130.93,17,31/07/2022,7083
0,1,0,0,-11.526739,0,26.09,1,31/07/2022,7084
1,1,0,0,,159,1815.71,45,31/07/2022,7085
1,1,38.76,1,-8.0383415,0,28.6,0,31/07/2022,7086
0,1,0,0,-12.292782,91,63.98,2,31/07/2022,7087
1,1,0,0,,,20.14,16,31/07/2022,7088
1,0,0,0,,24,11.35,7,31/07/2022,7089
1,0,0,0,,14,465.19,4,31/07/2022,7090
0,1,20,0,-0.12039753,133,446.82,32,31/07/2022,7091
0,1,54.85,1,-10.239096,0,28.06,1,31/07/2022,7092
1,1,0,0,,279,3433.77,83,31/07/2022,7093
0,1,0,0,-0.99124473,162,448.01,16,31/07/2022,7094
0,1,0,0,-2.366659,152,163.24,14,31/07/2022,7095
0,0,0,0,-0.68822163,0,900.23,1,31/07/2022,7096
0,1,0,0,-2.1064646,55,182.74,4,31/07/2022,7097
1,0,0,0,,279,2289.79,123,31/07/2022,7098
0,1,295.9,1,-7.033192,0,275.61,9,31/07/2022,7099
0,1,0,0,-3.0647552,12,91.15,3,31/07/2022,7100
1,1,34,1,-0.08659606,0,1941.59,18,31/07/2022,7101
0,1,47,1,-1.1340266,0,330.38,11,31/07/2022,7102
0,1,217.82,1,-25.053831,0,66.35,4,31/07/2022,7103
0,1,219.59,1,-8.811624,0,157.59,4,31/07/2022,7104
0,0,0,0,,0,0.69,17,31/07/2022,7105
0,1,0,0,-1.3046196,92,508.45,15,31/07/2022,7106
0,1,0,0,-6.4,0,5,39,31/07/2022,7107
0,1,104,0,-9.649247,183,95.63,0,31/07/2022,7108
1,0,0,0,,,6.68,35,31/07/2022,7109
1,1,0,0,-0.563825,134,34.34,18,31/07/2022,7110
0,1,55,1,-16.30131,0,3.74,2,31/07/2022,7111
1,1,0,0,-2.7693462,65,229.84,11,31/07/2022,7112
0,1,111.33,1,-8.830711,0,45.94,3,31/07/2022,7113
0,1,302.53,1,-5.864183,0,255.21,6,31/07/2022,7114
0,1,0,0,-10.743698,0,207.01,2,31/07/2022,7115
0,1,72,0,-1.7279042,267,397.43,17,31/07/2022,7116
0,1,0,0,-11.175199,0,17.74,1,31/07/2022,7117
0,1,106.94,1,-15.410567,0,51.89,0,31/07/2022,7118
0,0,200,1,-8.258332,0,192.22,7,31/07/2022,7119
0,1,0,0,-4.2362003,169,153.59,12,31/07/2022,7120
0,1,73.11,1,-11.656656,0,72.25,5,31/07/2022,7121
1,1,0,0,,279,3810.99,124,31/07/2022,7122
0,1,151,1,-7.944493,0,105.3,3,31/07/2022,7123
0,1,161.68,1,-3.8320365,0,187.9,9,31/07/2022,7124
1,0,0,0,,279,2384.19,80,31/07/2022,7125
0,0,0,0,-0.46501425,45,217.95,8,31/07/2022,7126
0,1,0,0,-9.269765,146,72.85,12,31/07/2022,7127
0,1,106.99,1,-18.699873,0,52.94,5,31/07/2022,7128
0,1,209.87,1,-4.302251,0,283.2,2,31/07/2022,7129
0,0,145.9,1,-4.0969954,0,403.01,4,31/07/2022,7130
1,0,0,0,,100,88.23,16,31/07/2022,7131
0,1,0,0,-0.93936574,250,1097.13,6,31/07/2022,7132
0,0,228.31,1,-4.7959375,0,243.55,3,31/07/2022,7133
0,1,0,0,-0.72651684,278,981.03,24,31/07/2022,7134
1,0,0,0,,59,6.34,26,31/07/2022,7135
0,1,0,0,-7.747934,64,48.08,1,31/07/2022,7136
1,1,0,0,-0.18594885,112,1571.08,17,31/07/2022,7137
0,1,203.7,1,-50.38141,0,24.32,1,31/07/2022,7138
1,1,0,0,,279,15566.46,130,31/07/2022,7139
0,0,50.83,1,-1.1649932,0,565.66,12,31/07/2022,7140
0,1,0,0,-42.563366,0,10.91,0,31/07/2022,7141
0,1,100,1,-3.1849456,0,401.31,27,31/07/2022,7142
1,0,0,0,,,0.62,71,31/07/2022,7143
0,1,170.76,1,-29.515314,0,38.32,3,31/07/2022,7144
0,1,278.97,1,-93.667145,0,3.91,7,31/07/2022,7145
1,1,0,0,,152,384.44,56,31/07/2022,7146
0,1,106.59,1,-5.920115,0,111.55,1,31/07/2022,7147
0,1,56.47,1,-6.1781034,0,93.76,15,31/07/2022,7148
1,1,0,0,,144,85.03,21,31/07/2022,7149
1,1,0,0,,159,326.82,38,31/07/2022,7150
0,1,236.67,1,-2.9629574,0,530.73,16,31/07/2022,7151
0,0,0,0,-6.0435123,62,205.8,0,31/07/2022,7152
0,1,20,0,-1.8051435,203,394.4,20,31/07/2022,7153
0,1,100,1,-0.20655932,279,1413.32,124,31/07/2022,7154
1,0,0,0,,7,845.22,3,31/07/2022,7155
0,0,171.15,1,-5.8801394,0,79.02,0,31/07/2022,7156
0,1,227.68,1,-28.82779,0,51.32,2,31/07/2022,7157
1,0,0,0,,217,133.77,35,31/07/2022,7158
0,1,221,1,-3.4696887,0,247.66,3,31/07/2022,7159
0,1,235.34,1,-8.993309,0,133.48,2,31/07/2022,7160
0,1,0,0,-30.22459,0,16.27,0,31/07/2022,7161
0,1,0,0,-9.426207,41,47.39,0,31/07/2022,7162
0,1,0,0,-9.206691,0,51.88,0,31/07/2022,7163
0,0,0,0,-23.22817,225,28.48,1,31/07/2022,7164
0,1,0,0,-44.43829,28,27.19,1,31/07/2022,7165
0,1,157.03,1,-18.47295,0,55.99,0,31/07/2022,7166
1,0,0,0,,0,4.48,29,31/07/2022,7167
0,1,231,1,-39.17401,0,56.03,1,31/07/2022,7168
1,0,0,0,,92,60,15,31/07/2022,7169
1,0,0,0,,0,6.63,17,31/07/2022,7170
0,1,0,0,-22.736116,0,21.15,2,31/07/2022,7171
0,0,0,0,-8.504308,73,27.14,0,31/07/2022,7172
0,1,350,1,-6.0050683,0,262.27,4,31/07/2022,7173
0,1,0,0,-2.3339407,214,390.61,4,31/07/2022,7174
0,1,0,0,-13.356082,0,79.53,0,31/07/2022,7175
0,1,104.91,1,-5.5075336,0,173.85,1,31/07/2022,7176
0,1,0,0,-5.2189975,86,20.32,1,31/07/2022,7177
0,0,0,0,-11.95611,44,36.48,5,31/07/2022,7178
0,0,0,0,,8,71.56,3,31/07/2022,7179
1,0,0,0,,129,577.8,21,31/07/2022,7180
0,1,79.9,1,-26.456432,0,14.1,0,31/07/2022,7181
0,0,171.15,1,-5.8801394,0,79.02,0,31/07/2022,7182
0,1,135.18,1,-13.172596,0,46.78,6,31/07/2022,7183
0,0,142,1,-1.0352899,0,576.57,7,31/07/2022,7184
0,1,300,1,-5.9419713,0,296.4,6,31/07/2022,7185
1,0,0,0,,279,3087.08,122,31/07/2022,7186
0,0,175.66,1,-2.0989828,25,70.62,3,31/07/2022,7187
0,1,0,0,-12.57716,0,95.69,0,31/07/2022,7188
0,1,316.13,1,-5.5560403,0,491.78,12,31/07/2022,7189
1,1,12,1,-7.6523995,0,5.42,0,31/07/2022,7190
1,0,0,0,,62,405.28,11,31/07/2022,7191
0,1,208.9,1,-13.887196,0,94.96,0,31/07/2022,7192
1,0,0,0,,279,336.46,60,31/07/2022,7193
0,0,59.09,1,-12.086701,0,18.95,4,31/07/2022,7194
0,1,165.59,1,-6.03265,0,106.08,4,31/07/2022,7195
0,1,100,1,-7.5098968,0,112.26,4,31/07/2022,7196
0,1,63.72,1,-17.18255,0,38.37,7,31/07/2022,7197
0,1,0,0,-28.54922,0,13.67,2,31/07/2022,7198
0,1,95.37,1,-10.013601,0,62.05,3,31/07/2022,7199
0,1,212.03,1,-13.273324,233,136.2,7,31/07/2022,7200
1,1,0,0,,,117.59,65,31/07/2022,7201
0,1,127.76,1,-16.94281,0,33.19,1,31/07/2022,7202
0,1,176.19,1,-15.810683,0,30.25,0,31/07/2022,7203
0,1,115,1,-6.0162697,0,108.01,5,31/07/2022,7204
0,1,157,1,-64.605064,0,3.42,0,31/07/2022,7205
0,0,130.44,1,-4.897636,0,171.9,5,31/07/2022,7206
0,0,97.81,1,-26.360298,0,24.86,5,31/07/2022,7207
1,1,0,0,-2.3067105,70,69.13,10,31/07/2022,7208
0,0,100,1,-0.5367129,266,567.59,20,31/07/2022,7209
0,1,0,0,-2.745873,0,116,0,31/07/2022,7210
1,1,0,0,-0.2557039,279,2164.39,91,31/07/2022,7211
0,0,0,0,-34.34692,1,11.1,0,31/07/2022,7212
0,1,170.36,1,-58.113934,0,4.57,2,31/07/2022,7213
1,0,0,0,,279,108.13,69,31/07/2022,7214
1,1,0,0,,279,569.29,61,31/07/2022,7215
1,0,0,0,,104,513.76,17,31/07/2022,7216
1,0,0,0,,91,440.81,193,31/07/2022,7217
0,1,70.9,1,-2.3513014,0,233.95,34,31/07/2022,7218
0,1,150,1,-0.11855495,10,900.97,3,31/07/2022,7219
0,1,0,0,-0.7730638,256,907.13,3,31/07/2022,7220
0,1,51.74,1,-11.008443,0,27.9,3,31/07/2022,7221
0,1,162.63,1,-0.22986498,0,883.22,45,31/07/2022,7222
0,1,159.54,1,-1.9265661,0,553.5,13,31/07/2022,7223
1,1,0,0,-0.8384028,266,442.05,24,31/07/2022,7224
1,0,0,0,,0,37.14,1,31/07/2022,7225
0,1,90,1,-5.5286202,0,128.19,6,31/07/2022,7226
0,1,65,1,-5.3070073,0,77.62,3,31/07/2022,7227
0,0,170.07,1,-3.4498835,0,225.95,5,31/07/2022,7228
1,1,0,0,-17.316692,0,60.51,1,31/07/2022,7229
1,0,0,0,,268,572.04,28,31/07/2022,7230
0,1,242.76,1,-45.718708,0,35.22,7,31/07/2022,7231
1,0,0,0,,22,131.61,5,31/07/2022,7232
0,1,137.85,1,-16.448555,0,64.06,4,31/07/2022,7233
1,1,0,0,,279,2085.82,76,31/07/2022,7234
0,0,112.29,1,-1.1378989,25,97.47,5,31/07/2022,7235
0,1,0,0,-18.684628,0,15.24,0,31/07/2022,7236
0,0,30,1,-5.464518,0,115.98,1,31/07/2022,7237
0,1,62.6,1,-1.1219777,0,137.24,14,31/07/2022,7238
0,0,100,1,-0.05280412,0,11868.24,7,31/07/2022,7239
0,1,162.5,1,-11.237401,0,121.76,0,31/07/2022,7240
1,1,0,0,,279,5357.23,121,31/07/2022,7241
0,0,45,1,-4.1928196,0,29.83,3,31/07/2022,7242
1,0,0,0,,116,20.18,24,31/07/2022,7243
0,1,0,0,-17.445482,160,18.89,3,31/07/2022,7244
1,0,0,0,,77,79.32,11,31/07/2022,7245
0,1,141.66,1,-13.5891285,0,115.83,8,31/07/2022,7246
0,1,144,1,-6.758958,0,161.92,7,31/07/2022,7247
1,1,0,0,-0.6455941,188,779.97,27,31/07/2022,7248
0,0,0,0,,2,80.15,2,31/07/2022,7249
0,1,0,0,-17.60215,0,21.62,0,31/07/2022,7250
1,0,0,0,,10,85.32,3,31/07/2022,7251
0,0,200,1,-4.484816,0,253.11,10,31/07/2022,7252
0,1,0,0,-41.34548,0,4.27,1,31/07/2022,7253
0,1,0,0,-10.134106,0,142.79,0,31/07/2022,7254
0,1,118.01,1,-28.634699,0,26.6,0,31/07/2022,7255
0,0,0,0,,33,228.49,9,31/07/2022,7256
1,1,0,0,-0.08251715,50,2680.35,9,31/07/2022,7257
0,1,0,0,-11.573048,61,124.09,0,31/07/2022,7258
0,1,0,0,-10.832357,90,227.29,5,31/07/2022,7259
0,1,237,1,-5.120861,0,220.43,9,31/07/2022,7260
1,0,0,0,,169,2007.3,28,31/07/2022,7261
0,1,0,0,-2.939372,170,169.29,9,31/07/2022,7262
0,0,172.56,1,-20.10846,0,64.59,3,31/07/2022,7263
0,0,70,1,-8.902968,0,52.66,3,31/07/2022,7264
0,1,200,1,-2.8044755,110,431.07,11,31/07/2022,7265
0,1,70.62,1,-2.6726413,0,127.25,5,31/07/2022,7266
0,1,0,0,-7.014587,89,193.61,4,31/07/2022,7267
0,1,246.04,1,-5.9916677,0,292.44,6,31/07/2022,7268
0,1,223.51,1,-71.30925,0,2.32,0,31/07/2022,7269
1,1,0,0,,243,1161.38,24,31/07/2022,7270
0,1,107.68,1,-11.739468,0,69.99,4,31/07/2022,7271
0,1,73.77,1,-1.8540668,0,159.05,15,31/07/2022,7272
0,1,206.68,1,-17.23564,0,78.78,1,31/07/2022,7273
0,1,73,1,-12.557924,0,54.74,3,31/07/2022,7274
0,0,100.3,1,-3.0716517,0,319.79,14,31/07/2022,7275
0,1,71.62,1,-12.334267,0,40.02,0,31/07/2022,7276
1,1,0,0,,279,6325.05,123,31/07/2022,7277
0,1,146.19,1,-38.34063,0,21.06,11,31/07/2022,7278
0,0,128.21,1,-22.511568,0,36.68,5,31/07/2022,7279
1,0,0,0,,,361.15,11,31/07/2022,7280
1,0,0,0,,128,1025.34,20,31/07/2022,7281
0,1,72.54,1,-4.8208876,0,105.57,0,31/07/2022,7282
0,0,79.14,1,-31.767084,0,10.78,3,31/07/2022,7283
0,1,70.62,1,-2.6726413,0,127.25,5,31/07/2022,7284
0,1,0,0,-1.6948091,103,469.11,2,31/07/2022,7285
0,1,0,0,-3.073883,14,172.18,4,31/07/2022,7286
0,1,250,1,-2.2343738,0,760.82,17,31/07/2022,7287
1,0,144.67,0,-0.061096855,279,1790.42,89,31/07/2022,7288
0,1,0,0,-0.44570416,256,1863.44,4,31/07/2022,7289
0,1,45.52,1,-7.7150655,0,59.63,3,31/07/2022,7290
0,0,0,0,-9.02716,31,187.35,0,31/07/2022,7291
0,0,206.17,1,-16.712038,0,82.13,1,31/07/2022,7292
0,1,300.27,1,-12.196477,0,101.82,2,31/07/2022,7293
1,1,31.91,1,-0.6795266,0,542.62,2,31/07/2022,7294
1,0,0,0,,0,5.21,5,31/07/2022,7295
0,1,0,0,-23.86496,0,7.18,0,31/07/2022,7296
0,1,72.97,1,-6.4766498,0,121.69,7,31/07/2022,7297
0,1,193.15,1,-12.459786,0,130.5,6,31/07/2022,7298
0,0,246.29,1,-2.8349037,0,554.64,4,31/07/2022,7299
1,1,6,1,-0.015588359,0,2940.92,0,31/07/2022,7300
0,1,0,0,-11.288787,0,46.72,1,31/07/2022,7301
0,1,0,0,-17.019814,117,77.31,11,31/07/2022,7302
0,0,0,0,,,80.06,43,31/07/2022,7303
0,1,150,1,-1.6459477,51,133.99,7,31/07/2022,7304
1,0,0,0,,113,60,18,31/07/2022,7305
0,1,0,0,-12.063383,117,45.22,4,31/07/2022,7306
1,1,6,1,-0.015588359,0,2940.92,0,31/07/2022,7307
1,1,150,1,,58,800.54,21,31/07/2022,7308
1,0,0,0,-11.252708,128,21.38,3,31/07/2022,7309
0,1,129.21,1,-13.534107,0,72.68,1,31/07/2022,7310
0,0,100.72,1,-3.3343873,0,325.27,16,31/07/2022,7311
0,1,90,1,-7.26601,0,152.4,12,31/07/2022,7312
0,1,0,0,-29.04527,12,46.77,0,31/07/2022,7313
1,0,0,0,-0.004544238,94,3876.24,15,31/07/2022,7314
0,0,0,0,,2,54.54,2,31/07/2022,7315
0,1,277.82,1,-34.055977,0,38.95,1,31/07/2022,7316
0,1,190,1,-6.5287595,0,152.38,3,31/07/2022,7317
0,0,228,1,-1.554732,0,985.67,7,31/07/2022,7318
0,1,88.19,1,-28.056927,0,24.43,1,31/07/2022,7319
1,1,0,0,,191,5559.97,80,31/07/2022,7320
0,0,0,0,-15.665796,0,5.32,4,31/07/2022,7321
0,1,72.29,1,-10.855366,0,43.86,0,31/07/2022,7322
0,1,113.11,1,-8.692215,0,114.99,6,31/07/2022,7323
1,0,0,0,,199,288.34,169,31/07/2022,7324
0,0,0,0,-10.672513,0,24.78,5,31/07/2022,7325
1,1,194.91,1,-0.31769702,0,3892.24,2,31/07/2022,7326
1,1,0,0,-0.5579383,279,253.47,82,31/07/2022,7327
0,1,179.79,1,-6.166494,0,202.14,7,31/07/2022,7328
0,1,237.95,1,-2.1771257,0,270.14,11,31/07/2022,7329
0,1,130,1,-2.5713942,0,281.76,5,31/07/2022,7330
1,0,0,0,,279,1153.57,89,31/07/2022,7331
0,1,148.57,1,-5.5406437,0,165.92,1,31/07/2022,7332
0,0,0,0,-2.7990472,46,107.54,4,31/07/2022,7333
0,1,118.26,1,-55.80737,0,9,3,31/07/2022,7334
0,1,76.85,1,-14.859408,0,37.3,0,31/07/2022,7335
0,0,0,0,-0.23750877,182,1429.61,29,31/07/2022,7336
1,0,0,0,,0,8.22,14,31/07/2022,7337
1,1,0,0,-0.13064723,237,2286.26,28,31/07/2022,7338
1,0,0,0,,0,7.2,1,31/07/2022,7339
1,0,0,0,-0.6662461,245,77.19,26,31/07/2022,7340
0,1,0,0,-4.004375,180,273.44,4,31/07/2022,7341
0,0,0,0,,0,34.97,1,31/07/2022,7342
0,0,150.28,1,-8.445215,0,131.19,5,31/07/2022,7343
0,1,69,1,-4.6492243,0,145.94,6,31/07/2022,7344
0,1,0,0,-9.863077,0,33.09,1,31/07/2022,7345
0,0,0,0,-11.531911,89,133.84,1,31/07/2022,7346
0,1,183.88,1,-26.121576,0,70.69,0,31/07/2022,7347
0,1,241.73,1,-8.604638,0,171.53,10,31/07/2022,7348
0,1,117.81,1,-27.538027,0,16.56,6,31/07/2022,7349
0,1,156.06,1,-3.3713272,0,198.28,2,31/07/2022,7350
0,1,0,0,-8.598711,42,36.55,1,31/07/2022,7351
1,0,0,0,,124,244.49,23,31/07/2022,7352
0,0,0,0,-1.3471717,237,171.38,21,31/07/2022,7353
0,1,284.7,1,-7.0462556,0,310.61,4,31/07/2022,7354
0,1,0,0,-3.7038274,16,289.69,3,31/07/2022,7355
0,1,110,1,-10.158041,0,108.83,5,31/07/2022,7356
1,0,0,0,,47,336.13,205,31/07/2022,7357
1,0,0,0,-0.22704569,73,1311.32,12,31/07/2022,7358
0,1,63.14,1,-30.335796,0,8.94,3,31/07/2022,7359
1,1,0,0,,138,9298.62,70,31/07/2022,7360
0,0,0,0,-3.8449779,185,78.31,11,31/07/2022,7361
0,1,182.17,1,-5.403142,0,199.43,3,31/07/2022,7362
0,1,0,0,-5.5505877,74,146.56,2,31/07/2022,7363
0,1,0,0,-7.6437354,0,20.09,1,31/07/2022,7364
0,1,0,0,-12.546673,0,98.2,0,31/07/2022,7365
0,1,0,0,-32.064835,176,18.38,3,31/07/2022,7366
0,0,117.19,1,-4.810673,8,13.61,3,31/07/2022,7367
0,1,0,0,-14.446189,51,98.9,0,31/07/2022,7368
0,1,0,0,-6.625259,8,62.45,3,31/07/2022,7369
0,0,0,0,-43.917767,6,17.24,1,31/07/2022,7370
1,1,0,0,,174,472.92,56,31/07/2022,7371
0,1,222.88,1,-12.993727,0,133.46,3,31/07/2022,7372
0,1,238.12,1,-1.4516805,0,342.86,4,31/07/2022,7373
1,0,0,0,,0,5.21,5,31/07/2022,7374
1,1,0,0,,279,8006.69,138,31/07/2022,7375
0,1,96,1,-3.742452,0,274.84,7,31/07/2022,7376
0,1,0,0,-4.375677,55,152.48,6,31/07/2022,7377
0,1,158.66,1,-7.497398,0,105.3,6,31/07/2022,7378
0,1,44,1,-8.589835,0,31.91,0,31/07/2022,7379
1,0,0,0,,,56.33,11,31/07/2022,7380
0,1,0,0,-0.42076316,135,1197.33,21,31/07/2022,7381
1,0,0,0,-0.18451202,165,4705.14,24,31/07/2022,7382
0,1,56,1,-12.261093,0,46.34,4,31/07/2022,7383
1,1,0,0,-0.44693986,152,347.99,23,31/07/2022,7384
0,0,0,0,,279,184.43,62,31/07/2022,7385
