badflag,customer_data_quality_flag,last_payment_amount,current_payment_method_fdd,pay_12m_balance_ratio,total_days_in_collection,total_balance,debt_age_weeks,analysis_date,new_account_number
0,1,0,0,-5.211856,0,174.04,0,31/01/2022,1906
0,1,70,1,-11.885246,0,14.4,5,31/01/2022,1907
0,1,0,0,-5.8845844,0,27.17,0,31/01/2022,1908
0,1,45,1,-9.300587,3,10.46,2,31/01/2022,1909
0,1,151,1,-2.6102014,0,425.43,9,31/01/2022,1910
1,1,0,0,,110,2925.01,57,31/01/2022,1911
0,1,250,1,-2.5097084,0,539.53,11,31/01/2022,1912
0,1,167,1,-8.8694,0,100.72,4,31/01/2022,1913
1,1,0,0,-0.19945242,110,541.51,64,31/01/2022,1914
0,1,101,1,-49.592052,0,10.64,3,31/01/2022,1915
1,0,0,0,,0,1.43,14,31/01/2022,1916
0,1,0,0,-0.70749503,4,216.15,3,31/01/2022,1917
0,1,158,1,-41.32134,0,17.23,9,31/01/2022,1918
1,0,0,0,,4,3117.4,108,31/01/2022,1919
0,1,46,1,-17.186867,0,14.67,1,31/01/2022,1920
1,1,0,0,-8.877637,13,49.25,3,31/01/2022,1921
0,1,60,1,-9.954439,0,7.12,0,31/01/2022,1922
0,1,262,1,-9.250485,0,211.61,4,31/01/2022,1923
0,1,0,0,,0,17.16,3,31/01/2022,1924
0,1,0,0,-3.0458589,0,186.69,0,31/01/2022,1925
0,1,0,0,,,5.89,0,31/01/2022,1926
0,1,0,0,-6.9954457,4,55.87,1,31/01/2022,1927
0,1,116,1,-1.2798387,0,322.37,14,31/01/2022,1928
0,1,64,1,-30.738787,0,5.16,7,31/01/2022,1929
0,1,0,0,-4.081005,3,78.76,0,31/01/2022,1930
0,1,89,1,-7.9889274,0,56.83,11,31/01/2022,1931
0,1,0,0,-4.664753,3,282.62,2,31/01/2022,1932
1,1,0,0,-0.32998335,110,1850.7,95,31/01/2022,1933
0,0,0,0,-10.8434,40,65.99,0,31/01/2022,1934
0,1,0,0,-0.73809916,10,231.16,4,31/01/2022,1935
0,1,138,1,-4.2657795,0,144.79,0,31/01/2022,1936
1,0,0,0,,0,60.63,1,31/01/2022,1937
1,0,0,0,,4,295.58,35,31/01/2022,1938
1,0,0,0,,107,25.46,22,31/01/2022,1939
0,1,0,0,-4.637542,15,101.13,5,31/01/2022,1940
1,0,0,0,-0.14534692,110,294.1,87,31/01/2022,1941
0,1,105,1,-1.679413,0,183.52,0,31/01/2022,1942
0,1,178,1,-18.02787,0,65.71,2,31/01/2022,1943
0,1,127,1,-3.9433718,0,358.72,9,31/01/2022,1944
1,1,0,0,,110,511.14,57,31/01/2022,1945
1,0,0,0,,106,25.42,19,31/01/2022,1946
0,1,0,0,-4.0493245,69,85.49,5,31/01/2022,1947
0,1,0,0,-38.362404,24,1.81,2,31/01/2022,1948
0,1,0,0,-4.468866,44,245.83,5,31/01/2022,1949
1,1,0,0,,8,448.24,37,31/01/2022,1950
0,1,0,0,-11.336227,0,31.46,0,31/01/2022,1951
0,1,0,0,-2.2979898,0,114.87,0,31/01/2022,1952
0,0,102,1,-2.4588592,0,161.12,11,31/01/2022,1953
0,1,70,1,-3.4523835,31,80.83,6,31/01/2022,1954
1,1,0,0,-2.2706351,108,152.95,17,31/01/2022,1955
0,1,51,1,-3.8371964,0,80.17,7,31/01/2022,1956
0,0,0,0,,0,61.68,0,31/01/2022,1957
1,1,0,0,,,122.39,3,31/01/2022,1958
1,0,0,0,,0,167.51,0,31/01/2022,1959
0,1,105,1,-21.3827,0,38.21,3,31/01/2022,1960
0,0,0,0,-1.6547699,75,585.4,8,31/01/2022,1961
0,1,85,1,-22.179916,0,1.95,1,31/01/2022,1962
1,0,0,0,,109,184.99,33,31/01/2022,1963
0,0,118,1,-8.8220415,0,121.66,3,31/01/2022,1964
0,1,0,0,-7.9978867,71,127.22,3,31/01/2022,1965
1,1,0,0,,4,4863.27,7,31/01/2022,1966
0,1,28,1,-8.104089,0,3.45,1,31/01/2022,1967
0,1,100,1,-3.6443162,0,224,8,31/01/2022,1968
1,0,0,0,-0.4912316,110,1184.06,40,31/01/2022,1969
0,1,0,0,-14.364811,3,22.51,0,31/01/2022,1970
0,1,79,1,-9.472051,0,77.3,0,31/01/2022,1971
1,1,0,0,,110,1551.96,104,31/01/2022,1972
1,0,0,0,,19,35.28,7,31/01/2022,1973
0,1,42,1,-5.3587446,0,34.6,2,31/01/2022,1974
0,1,0,0,-1.2603408,59,131.43,5,31/01/2022,1975
0,1,124,1,-77.40635,0,8.26,0,31/01/2022,1976
1,1,0,0,,110,2679.91,56,31/01/2022,1977
0,1,186,1,-1.1251336,0,990.77,17,31/01/2022,1978
0,1,72,1,-3.0713675,0,258.61,3,31/01/2022,1979
0,1,0,0,-7.910918,0,77.56,1,31/01/2022,1980
1,1,0,0,-0.03829217,100,460.07,1,31/01/2022,1981
1,1,0,0,-1.8442662,80,470.05,11,31/01/2022,1982
0,1,85,1,-5.6252823,0,96.24,1,31/01/2022,1983
1,1,,0,,,1507.58,0,31/01/2022,1984
0,1,0,0,-0.7421278,110,357.43,28,31/01/2022,1985
1,0,0,0,,109,33.27,32,31/01/2022,1986
1,0,0,0,,0,23.51,1,31/01/2022,1987
1,1,0,0,,4,401.9,4,31/01/2022,1988
0,1,50,1,-2.4089935,15,27.36,4,31/01/2022,1989
0,1,135,1,-3.575163,0,312.1,1,31/01/2022,1990
0,1,184,1,-5.6875386,0,233.07,1,31/01/2022,1991
0,1,0,0,-7.2436748,1,41.38,0,31/01/2022,1992
0,1,93,1,-3.7461388,0,168.05,8,31/01/2022,1993
0,1,0,0,-1.5951657,65,789.29,12,31/01/2022,1994
0,1,63,1,-6.529788,0,49.42,2,31/01/2022,1995
1,1,0,0,,110,523.15,94,31/01/2022,1996
0,0,55,1,-0.91851664,7,67.93,3,31/01/2022,1997
0,1,74,1,-12.81659,0,33.4,1,31/01/2022,1998
1,0,0,0,,8,397.88,6,31/01/2022,1999
1,0,0,0,,110,296.23,37,31/01/2022,2000
1,0,0,0,-4.4584603,43,541.76,9,28/02/2022,2001
1,1,0,0,-0.4964715,87,553.98,4,28/02/2022,2002
0,0,87,1,-0.106215104,33,1967.12,11,28/02/2022,2003
1,1,0,0,,135,13337.1,102,28/02/2022,2004
1,1,48,1,-0.64269036,0,752.42,6,28/02/2022,2005
1,0,0,0,-0.105697274,61,1049.63,2,28/02/2022,2006
1,0,0,0,,0,3.74,0,28/02/2022,2007
1,0,0,0,-0.60502493,134,1811.71,25,28/02/2022,2008
0,0,28,1,-9.259259,0,17,5,28/02/2022,2009
0,1,110,1,-12.401452,0,97.41,3,28/02/2022,2010
0,0,0,0,-16.15625,2,83.76,0,28/02/2022,2011
0,1,158,1,-50.415512,0,15.27,2,28/02/2022,2012
0,0,225,1,-4.4754868,0,137.47,3,28/02/2022,2013
1,1,0,0,,135,2045.59,97,28/02/2022,2014
0,1,72,1,-0.98299,0,106.99,5,28/02/2022,2015
0,0,82,1,-8.253778,0,90.56,0,28/02/2022,2016
1,1,0,0,-1.5146215,135,4317.18,94,28/02/2022,2017
1,1,0,0,,135,6877.52,112,28/02/2022,2018
1,0,0,0,,38,39.22,11,28/02/2022,2019
1,1,0,0,-0.117587306,23,354.24,5,28/02/2022,2020
0,1,58,1,-41.707447,0,5.04,2,28/02/2022,2021
1,0,0,0,,135,1985.42,85,28/02/2022,2022
0,1,0,0,-0.5267745,125,1045.48,6,28/02/2022,2023
0,1,134,0,-0.96840435,135,1173.39,19,28/02/2022,2024
0,1,105,1,-13.541917,0,79.94,5,28/02/2022,2025
1,0,0,0,,135,1762.09,97,28/02/2022,2026
1,0,0,0,-0.25847325,126,436.7,16,28/02/2022,2027
0,1,0,0,,6,39.44,3,28/02/2022,2028
1,0,0,0,,0,14.67,0,28/02/2022,2029
1,1,0,0,-4.239714,118,104.72,20,28/02/2022,2030
1,1,104,0,-0.24404864,93,457.12,41,28/02/2022,2031
1,1,0,0,-0.0563937,124,1922.84,5,28/02/2022,2032
1,0,0,0,,135,279.79,86,28/02/2022,2033
0,1,82,1,-11.6111765,0,49.77,5,28/02/2022,2034
0,1,82,1,-27.052832,0,21.42,1,28/02/2022,2035
0,0,31,1,-1.0411414,0,327.13,6,28/02/2022,2036
1,0,0,0,,42,57.9,6,28/02/2022,2037
0,0,127,1,-0.24788752,18,542.67,6,28/02/2022,2038
0,1,91,1,-1.3118777,0,413.82,10,28/02/2022,2039
0,0,0,0,-3.7142284,14,64.71,0,28/02/2022,2040
0,0,115,1,-1.5496912,0,257.15,1,28/02/2022,2041
0,1,109,1,-1.452774,0,221.97,0,28/02/2022,2042
0,0,23,1,-9.272727,0,1,3,28/02/2022,2043
0,1,40,1,-6.486767,0,67.08,1,28/02/2022,2044
1,1,0,0,-1.4492754,117,10.7,0,28/02/2022,2045
0,1,198,1,-5.2074485,0,131.24,0,28/02/2022,2046
0,0,78,1,-10.95319,0,84.21,0,28/02/2022,2047
0,1,97,1,-15.600101,0,88.7,0,28/02/2022,2048
0,1,77,1,-28.049923,0,22.05,3,28/02/2022,2049
0,0,0,0,-1.4330032,133,196.95,22,28/02/2022,2050
0,0,100,1,-2.1261148,0,182.84,2,28/02/2022,2051
0,0,90,1,-2.8022032,0,196.98,5,28/02/2022,2052
0,0,0,0,-15.629808,0,35.49,0,28/02/2022,2053
0,1,31,1,-6.68944,0,49.28,11,28/02/2022,2054
0,1,122,1,-4.0953827,0,141.39,7,28/02/2022,2055
1,1,118,0,-0.707609,89,676.82,17,28/02/2022,2056
1,1,14,0,-3.1367009,90,325.55,1,28/02/2022,2057
0,1,118,1,-5.9563093,0,229.41,4,28/02/2022,2058
0,0,129,1,-11.55183,0,100.94,2,28/02/2022,2059
0,1,0,0,-0.17956154,30,927.84,5,28/02/2022,2060
1,0,0,0,,,50.15,23,28/02/2022,2061
0,1,98,1,-1.7470952,5,107.91,3,28/02/2022,2062
1,1,0,0,,11,395.38,13,28/02/2022,2063
0,1,100,1,-6.4038234,0,157.4,9,28/02/2022,2064
1,1,0,0,-0.12181719,135,3684.06,102,28/02/2022,2065
0,1,0,0,-8.348939,13,24.39,0,28/02/2022,2066
1,0,0,0,,8,49.2,3,28/02/2022,2067
0,1,0,0,-8.431146,0,131.53,0,28/02/2022,2068
0,1,117,1,-38.763878,0,17.02,5,28/02/2022,2069
0,1,100,1,-23.289474,0,22.68,1,28/02/2022,2070
1,0,0,0,,135,605.3,42,28/02/2022,2071
1,1,0,0,,11,2056.88,70,28/02/2022,2072
1,0,0,0,,0,2.24,28,28/02/2022,2073
0,0,352,1,-24.15221,0,173.76,3,28/02/2022,2074
1,0,0,0,,135,90.08,46,28/02/2022,2075
0,1,0,0,-5.9227476,46,146.5,0,28/02/2022,2076
0,0,75,1,-0.8458895,47,179.15,9,28/02/2022,2077
0,1,17,1,-0.9361702,0,37,0,28/02/2022,2078
1,0,0,0,,15,284.28,4,28/02/2022,2079
0,1,0,0,-1.8865225,0,549.23,2,28/02/2022,2080
0,1,131,1,-2.3027256,0,165.01,0,28/02/2022,2081
1,1,0,0,-2.1587813,120,89.13,2,28/02/2022,2082
1,0,0,0,-2.4601624,97,214.16,10,28/02/2022,2083
0,1,75,1,,,81.77,1,28/02/2022,2084
0,1,0,0,-4.5919724,1,33.6,1,28/02/2022,2085
0,1,127,1,-5.9466205,0,151.11,11,28/02/2022,2086
0,1,139,1,-9.532023,0,113.66,7,28/02/2022,2087
0,1,106,0,-2.316628,3,140.65,1,28/02/2022,2088
1,0,0,0,,52,495.89,10,28/02/2022,2089
1,1,0,0,-1.6899272,124,768.14,6,28/02/2022,2090
0,0,0,0,-3.6974173,3,302.08,0,28/02/2022,2091
0,1,0,0,-0.8427852,135,1374.03,62,28/02/2022,2092
0,1,92,1,-17.480421,0,45.93,1,28/02/2022,2093
1,0,0,0,,33,422.5,7,28/02/2022,2094
0,1,67,1,-0.21661462,29,345.47,7,28/02/2022,2095
1,1,0,0,-0.32423598,87,675.18,15,28/02/2022,2096
0,0,134,1,-6.121278,0,174.7,3,28/02/2022,2097
0,1,0,0,-7.9824777,0,177.19,2,28/02/2022,2098
1,1,0,0,-3.246503,73,130.12,12,28/02/2022,2099
0,1,,0,,,1198.22,0,28/02/2022,2100
0,1,109,1,-9.627626,0,80.42,6,28/02/2022,2101
0,1,106,1,-2.9152932,0,320.67,7,28/02/2022,2102
0,1,0,0,,17,367.77,23,28/02/2022,2103
0,1,89,1,-4.263094,0,96.73,0,28/02/2022,2104
0,0,0,0,-5.266572,0,18.21,2,28/02/2022,2105
0,1,87,1,-25.211185,0,27.55,2,28/02/2022,2106
1,0,0,0,,0,47.22,0,28/02/2022,2107
0,1,215,1,-2.741201,0,593.75,3,28/02/2022,2108
0,1,207,1,-10.801096,0,48.42,0,28/02/2022,2109
1,1,0,0,-0.1513606,68,1205.64,5,28/02/2022,2110
1,1,0,0,-0.13459152,,658.69,0,28/02/2022,2111
0,0,100,1,-1.1325017,0,256.94,9,28/02/2022,2112
0,1,49,1,-13.506989,0,21.48,0,28/02/2022,2113
1,1,0,0,-0.46951184,60,993.34,6,28/02/2022,2114
0,1,122,1,-0.5286767,17,239.68,7,28/02/2022,2115
0,0,0,0,,95,1688.19,21,28/02/2022,2116
0,1,85,1,-0.42706117,0,610.52,8,28/02/2022,2117
1,1,0,0,-0.48473322,106,478.97,9,28/02/2022,2118
1,1,0,0,,135,835.04,78,28/02/2022,2119
1,0,0,0,-0.23692136,134,454.88,35,28/02/2022,2120
0,1,0,0,-4.2662115,9,42.74,3,28/02/2022,2121
0,1,41,1,-1.8344898,0,186,13,28/02/2022,2122
0,0,0,0,-2.2758548,22,37.09,1,28/02/2022,2123
0,1,0,0,-7.7426677,92,57.85,6,28/02/2022,2124
0,1,0,0,-11.931851,16,10.69,1,28/02/2022,2125
0,1,149,1,-3.0553923,0,374.35,8,28/02/2022,2126
1,0,0,0,,24,584.79,43,28/02/2022,2127
0,1,20,1,-0.30537936,0,245.42,57,28/02/2022,2128
0,1,103,1,-4.529401,0,200.54,6,28/02/2022,2129
0,0,0,0,-9.439461,0,186.65,2,28/02/2022,2130
1,1,0,0,-0.61317354,135,1099.8,32,28/02/2022,2131
1,1,0,0,,82,299.17,15,28/02/2022,2132
1,0,0,0,,99,406.11,19,28/02/2022,2133
0,1,179,1,-30.71624,0,34.58,3,28/02/2022,2134
1,1,0,0,,19,135.88,5,28/02/2022,2135
0,1,24,1,-18.234865,0,3.71,0,28/02/2022,2136
1,0,0,0,,47,599.29,9,28/02/2022,2137
0,0,146,1,,24,198.86,6,28/02/2022,2138
1,1,0,0,-31.403337,5,0.19,4,28/02/2022,2139
1,0,0,0,,135,2746.77,40,28/02/2022,2140
1,1,0,0,-0.09838125,135,3954.17,85,28/02/2022,2141
1,1,80,1,-0.80043805,0,373.54,5,28/02/2022,2142
1,0,0,0,,,9.56,21,28/02/2022,2143
0,1,0,0,-2.221235,104,219.62,17,28/02/2022,2144
0,1,103,1,-0.43500018,17,249.77,6,28/02/2022,2145
1,0,0,0,,134,1285.57,35,28/02/2022,2146
1,0,0,0,,,1.06,53,28/02/2022,2147
0,1,73,1,-9.927269,0,92.02,3,28/02/2022,2148
0,1,146,1,-12.449288,0,98.26,3,28/02/2022,2149
1,1,42,1,,4,398.98,5,28/02/2022,2150
0,1,34,0,-1.7757815,135,998.57,28,28/02/2022,2151
0,1,156,1,-7.0043545,0,258.69,13,28/02/2022,2152
0,0,0,0,-4.0819616,0,79.92,0,28/02/2022,2153
1,1,58,1,-8.521251,0,27.41,1,28/02/2022,2154
0,1,69,1,-11.048851,0,59.6,3,28/02/2022,2155
1,1,0,0,,88,916.58,16,28/02/2022,2156
0,1,0,0,-36.637226,0,20.57,1,28/02/2022,2157
0,1,0,0,,,65.21,1,28/02/2022,2158
1,0,0,0,-0.029686805,120,933.18,2,28/02/2022,2159
1,0,0,0,-0.082504846,100,474.82,2,28/02/2022,2160
0,0,0,0,-0.47194397,31,699.83,2,28/02/2022,2161
0,1,0,0,-4.6002107,0,103.86,1,28/02/2022,2162
1,1,0,0,,86,48.57,7,28/02/2022,2163
0,1,83,1,-5.8703947,0,95.86,1,28/02/2022,2164
0,1,0,0,-0.610538,0,538.68,1,28/02/2022,2165
0,1,0,0,-12.671239,0,32.28,2,28/02/2022,2166
0,1,122,1,-0.60739344,0,467.45,0,28/02/2022,2167
1,1,0,0,-39.26766,0,8.12,33,28/02/2022,2168
0,1,0,0,-7.794844,26,27.24,0,28/02/2022,2169
0,0,0,0,-0.27900788,106,937.07,6,28/02/2022,2170
0,1,124,1,-29.8592,0,42.77,2,28/02/2022,2171
0,1,107,1,-7.6552777,0,75.17,0,28/02/2022,2172
0,0,214,1,-2.6389751,0,334.63,6,28/02/2022,2173
1,1,0,0,-0.1865865,120,472.35,2,28/02/2022,2174
0,1,0,0,-0.1249103,,1871.35,36,28/02/2022,2175
1,0,15,0,,0,77.18,0,28/02/2022,2176
1,1,0,0,,11,445.81,24,28/02/2022,2177
1,0,0,0,,56,17.34,17,28/02/2022,2178
0,1,66,1,-6.6462374,0,67.34,1,28/02/2022,2179
1,1,0,0,,11,1783.43,10,28/02/2022,2180
0,1,0,0,-119.379745,24,2.64,3,28/02/2022,2181
1,0,0,0,,0,11.01,2,28/02/2022,2182
1,1,0,0,-0.7684219,81,237.26,3,28/02/2022,2183
1,0,0,0,,2,606.87,2,28/02/2022,2184
0,1,0,0,,,423.62,4,28/02/2022,2185
0,0,72,1,-4.4056773,0,57.64,7,28/02/2022,2186
0,1,0,0,-19.539429,0,4.33,0,28/02/2022,2187
1,0,0,0,,115,176.72,19,28/02/2022,2188
1,1,0,0,,10,675.45,6,28/02/2022,2189
1,0,0,0,-8.002145,116,157.83,5,28/02/2022,2190
1,0,0,0,,135,50.93,72,28/02/2022,2191
0,1,120,1,-16.289173,0,74.24,0,28/02/2022,2192
1,1,0,0,-6.2442093,21,9.86,1,28/02/2022,2193
0,1,113,1,-15.240474,0,71.88,1,28/02/2022,2194
0,1,123,1,-48.46918,0,19.69,2,28/02/2022,2195
1,1,0,0,-0.49337307,,87.33,22,28/02/2022,2196
0,0,43,1,-4.500358,0,87.77,12,28/02/2022,2197
1,1,0,1,,0,4799.38,162,28/02/2022,2198
0,1,75,1,-15.964855,0,39.51,2,28/02/2022,2199
1,1,9,0,-0.22158007,135,1459.04,96,28/02/2022,2200
1,0,0,0,,133,67.27,32,28/02/2022,2201
0,1,138,1,-15.511651,0,61.24,5,28/02/2022,2202
1,1,0,0,,135,2068.57,93,28/02/2022,2203
0,1,191,1,-16.342905,0,37.36,0,28/02/2022,2204
0,1,68,1,-2.9789054,0,130.32,2,28/02/2022,2205
1,0,0,0,-0.025077742,98,1585.04,2,28/02/2022,2206
0,1,0,0,-2.3412454,56,142.09,6,28/02/2022,2207
1,0,0,0,,,45.11,3,28/02/2022,2208
1,1,41,1,-0.41129935,0,911.47,12,28/02/2022,2209
1,0,0,0,-0.5097439,135,140.35,43,28/02/2022,2210
0,1,0,0,-2.2535539,3,89.19,0,28/02/2022,2211
1,1,0,0,,121,1970.39,4,28/02/2022,2212
0,1,57,1,-8.74496,0,69.36,6,28/02/2022,2213
0,1,90,1,-5.130881,25,104.99,3,28/02/2022,2214
0,1,72,1,-10.029498,0,34.07,3,28/02/2022,2215
0,1,70,1,-6.6480474,0,91.15,4,28/02/2022,2216
1,0,0,0,,21,190.12,11,28/02/2022,2217
0,1,194,1,-8.36853,0,269.38,12,28/02/2022,2218
0,1,88,1,-26.615854,0,6.4,4,28/02/2022,2219
0,1,0,0,-0.8319317,135,1597.68,24,28/02/2022,2220
0,0,0,0,-0.076107666,135,2000.31,102,28/02/2022,2221
0,1,93,1,-1.9799147,0,353.45,1,28/02/2022,2222
1,0,0,0,,135,856.84,103,28/02/2022,2223
1,1,0,0,,135,4224.65,112,28/02/2022,2224
1,0,0,0,,,16.62,28,28/02/2022,2225
0,1,104,1,-1.401617,0,225,5,28/02/2022,2226
0,1,0,0,-7.2205005,0,73.9,2,28/02/2022,2227
0,1,22,1,-1.4325391,0,58.41,6,28/02/2022,2228
1,1,0,0,,135,10669.25,113,28/02/2022,2229
0,0,41,1,-11.744476,0,25.3,0,28/02/2022,2230
1,0,0,0,,4,19.38,2,28/02/2022,2231
0,1,0,0,-1.2576443,95,686.93,16,28/02/2022,2232
0,1,52,1,-16.166983,0,16.35,0,28/02/2022,2233
0,1,0,0,-2.0028698,2,171.19,2,28/02/2022,2234
0,1,335,1,-20.072111,0,128.12,2,28/02/2022,2235
0,0,0,0,-3.848568,0,193.92,1,28/02/2022,2236
1,1,0,0,-0.14931521,120,766.88,2,28/02/2022,2237
0,1,47,1,-0.66260076,71,222.01,13,28/02/2022,2238
0,1,0,0,,,62.5,2,28/02/2022,2239
0,1,85,1,-2.6354716,0,128.59,1,28/02/2022,2240
0,1,92,1,-5.917661,0,131.61,1,28/02/2022,2241
0,0,0,0,-6.9653006,0,60.03,2,28/02/2022,2242
0,0,0,0,-7.231188,0,190.27,0,28/02/2022,2243
0,1,162,1,-4.0507836,0,300.73,7,28/02/2022,2244
0,1,170,1,-8.950656,0,164.49,1,28/02/2022,2245
1,1,24,0,-1.1468945,135,294.3,40,28/02/2022,2246
0,0,0,0,-9.140114,0,177.49,0,28/02/2022,2247
1,1,0,0,,135,188.34,112,28/02/2022,2248
0,1,79,1,-4.4058895,0,77.61,0,28/02/2022,2249
1,0,0,0,,135,451.68,63,28/02/2022,2250
0,1,256,1,-4.985178,0,334.08,7,28/02/2022,2251
1,0,0,0,,135,1945,73,28/02/2022,2252
0,1,0,0,-21.751068,0,27.48,2,28/02/2022,2253
0,1,74,1,-16.333002,0,40.45,11,28/02/2022,2254
1,1,21,0,-0.03527966,136,2724.72,75,28/02/2022,2255
0,1,136,1,-11.281883,0,51.16,1,28/02/2022,2256
0,1,150,1,-6.6157217,0,209.06,5,28/02/2022,2257
0,1,119,1,-5.481645,0,252.33,0,28/02/2022,2258
0,1,50,1,-8.891929,0,19.24,0,28/02/2022,2259
1,1,0,0,,,4121.73,185,28/02/2022,2260
1,1,0,0,-0.03846816,135,5449.06,113,28/02/2022,2261
0,1,100,1,-1.0578982,0,391.74,12,28/02/2022,2262
0,1,120,1,-6.209629,0,172.99,0,28/02/2022,2263
0,1,59,1,-0.5273086,0,456.52,9,28/02/2022,2264
0,1,116,1,-2.648331,0,296.14,8,28/02/2022,2265
1,0,0,0,,135,5516.26,91,28/02/2022,2266
0,1,0,0,-7.8316064,35,20.88,4,28/02/2022,2267
0,0,0,0,-0.45277262,135,1392.47,87,28/02/2022,2268
1,1,66,1,-0.063748226,11,1182.19,30,28/02/2022,2269
0,1,0,0,-2.9486425,25,112.28,0,28/02/2022,2270
1,1,0,0,-0.7852976,40,480.26,8,28/02/2022,2271
0,1,71,1,-2.796589,0,69.74,0,28/02/2022,2272
0,0,0,0,-0.95095426,0,35.06,1,28/02/2022,2273
0,1,0,0,-7.1270447,0,174.03,1,28/02/2022,2274
1,1,,0,,,558.04,0,28/02/2022,2275
0,0,0,0,-7.630044,0,85.66,0,28/02/2022,2276
0,1,18,1,-4.704413,0,38.04,3,28/02/2022,2277
0,1,50,1,-7.858785,0,42.19,5,28/02/2022,2278
0,0,168,1,-3.320189,0,195.41,6,28/02/2022,2279
0,1,154,1,-10.0642395,0,13.35,7,28/02/2022,2280
0,1,0,0,-15.341942,28,19.04,2,28/02/2022,2281
0,1,0,0,-2.5059636,8,37.79,3,28/02/2022,2282
0,1,55,1,-1.4239943,46,74.27,9,28/02/2022,2283
0,1,52,1,-1.3952893,0,146.24,7,28/02/2022,2284
0,1,41,1,-9.389731,0,24.28,2,28/02/2022,2285
0,1,86,1,-16.74972,0,52.21,5,28/02/2022,2286
0,1,135,1,-38.039085,0,19.68,6,28/02/2022,2287
0,1,128,1,-0.16724232,7,815.15,22,28/02/2022,2288
0,1,155,0,-1.6153846,,380,15,28/02/2022,2289
0,1,0,0,-4.2215886,1,14.55,0,28/02/2022,2290
0,1,0,0,-31.17372,33,25.92,3,28/02/2022,2291
0,0,0,0,-7.9650335,2,39.19,0,28/02/2022,2292
0,0,227,1,-15.699876,0,110.35,6,28/02/2022,2293
0,1,76,1,-17.404375,0,27.02,3,28/02/2022,2294
0,1,0,0,-7.3065395,4,149.49,0,28/02/2022,2295
0,1,258,1,-31.102669,0,61.59,2,28/02/2022,2296
1,1,0,0,,135,4846.88,102,28/02/2022,2297
0,1,100,1,-9.835539,0,69.35,1,28/02/2022,2298
0,1,125,1,-9.91375,0,148.26,3,28/02/2022,2299
0,1,96,1,-5.575785,0,77.88,5,28/02/2022,2300
0,1,104,1,-10.429864,0,59.65,10,28/02/2022,2301
1,0,0,0,,0,87.18,1,28/02/2022,2302
1,1,0,0,,135,3624.58,102,28/02/2022,2303
0,1,136,1,-3.5583653,0,296.86,4,28/02/2022,2304
0,1,20,1,-1.6459674,0,56.83,7,28/02/2022,2305
0,1,0,0,-4.110337,75,67.49,4,28/02/2022,2306
0,1,31,1,-7.058114,0,39.73,5,28/02/2022,2307
0,1,184,1,-5.523471,0,125.06,5,28/02/2022,2308
0,1,0,0,-5.529189,38,85.07,0,28/02/2022,2309
1,0,0,0,-0.030280726,133,968.18,32,28/02/2022,2310
0,1,189,1,-3.681588,0,232.83,7,28/02/2022,2311
1,1,0,0,-0.1463229,135,331.71,38,28/02/2022,2312
0,1,180,1,-1.3796217,0,388.66,3,28/02/2022,2313
1,1,0,0,-1.004874,120,488.57,2,28/02/2022,2314
0,1,135,1,-16.523197,0,29.66,4,28/02/2022,2315
0,1,169,1,-10.017688,0,176.57,3,28/02/2022,2316
1,0,0,0,-1.0130186,52,1877.29,10,28/02/2022,2317
0,1,206,1,-1.6172266,0,341.2,9,28/02/2022,2318
0,1,0,0,-33.07173,1,4.22,4,28/02/2022,2319
0,1,57,1,,3,86.79,2,28/02/2022,2320
1,0,0,0,,4,650.19,74,28/02/2022,2321
1,1,0,0,-0.92422795,103,126.33,6,28/02/2022,2322
1,0,0,0,,135,271.37,35,28/02/2022,2323
0,1,39,1,-6.9045177,0,28.96,3,28/02/2022,2324
1,1,0,0,-0.27010304,135,1493.13,38,28/02/2022,2325
0,0,98,1,-4.7062273,0,262.83,1,28/02/2022,2326
1,1,0,0,,79,2941.69,73,28/02/2022,2327
0,1,89,1,-9.49012,0,112.97,2,28/02/2022,2328
1,0,0,0,,45,90.03,11,28/02/2022,2329
1,1,0,0,,135,1774.64,103,28/02/2022,2330
1,1,0,0,-4.1460886,41,161.54,2,28/02/2022,2331
0,1,118,1,-12.457678,0,82.86,3,28/02/2022,2332
0,1,0,0,-1.0905799,18,232.99,1,28/02/2022,2333
0,1,74,1,-12.749589,0,38.64,3,28/02/2022,2334
0,1,76,1,-19.821352,0,13.51,0,28/02/2022,2335
0,1,176,1,-3.345819,0,187.56,4,28/02/2022,2336
1,0,0,0,,0,293.74,16,28/02/2022,2337
1,1,0,0,,7,558.06,18,28/02/2022,2338
0,0,40,1,-4.4217687,0,19.4,4,28/02/2022,2339
0,0,101,1,-13.056084,0,55.26,0,28/02/2022,2340
1,0,0,0,,24,2197.29,58,28/02/2022,2341
1,0,0,0,,133,640.74,30,28/02/2022,2342
0,1,100,1,-53.367226,0,0.13,10,28/02/2022,2343
0,1,0,0,-13.189314,0,35.48,2,28/02/2022,2344
0,1,125,1,-19.215626,0,55.53,1,28/02/2022,2345
0,1,0,0,-0.8053941,26,550.98,4,28/02/2022,2346
0,1,63,1,-14.618414,0,46.37,2,28/02/2022,2347
1,0,0,0,,135,5065.87,102,28/02/2022,2348
0,0,81,1,-8.087961,0,101.64,0,28/02/2022,2349
0,0,66,1,-7.984697,0,71.03,0,28/02/2022,2350
